ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (oz)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Meta: _parent_sku","Meta: __is_newly_created_product","Meta: Dimming","Meta: Output Power (W)","Meta: Output Current","Meta: Output Voltage","Meta: Safety","Meta: Waterproof Level","Meta: Model Name","Meta: Datasheet Download Link","Meta: Series","Meta: Output Power (Sorting)","Meta: Output Current (Sorting)","Meta: _wp_page_template","Meta: __first_variation_id","Meta: _variation_updated"
5337,variable,ffcf81c67ab9,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",1,0,visible,,"outdoor Constant Current，programmable",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD150-SMT-285(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Reset\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",150,1,1,"Output Current","up to 0.63A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,ffcf81c67ab9,,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",150,"up to 0.63A",142-285,UL,IP67,PLD150-SMT-285(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,"All-in-One Dimming Outdoor LED Drivers
150W Programmable Series",150,0.63,default,,
5347,variable,1564d67979fc,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",1,0,visible,,"outdoor Constant Current，programmable",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD200-SMT-285(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Reset\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",200,1,1,"Output Current","up to 0.84A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,1564d67979fc,,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",200,"up to 0.84A",142-285,UL,IP67,PLD200-SMT-285(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,"All-in-One Dimming Outdoor LED Drivers
200W Programmable Series",200,0.84,default,,
5357,variable,931b5c115832,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",1,0,visible,,"outdoor Constant Current，programmable,  optional 12V auxiliary power",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD240-SMT-48(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Reset\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",240,1,1,"Output Current","up to 6A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,931b5c115832,,"0-10V,PWM,Reset,DMX (upon request) ultra-deep dimming",240,"up to 6A",32-48,UL,IP67,PLD240-SMT-48(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,"All-in-One Dimming Outdoor LED Drivers
240W Programmable Series",240,6,default,,
5362,variable,0362ee8791e1,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",1,0,visible,,"outdoor Constant Current，programmable",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD320-SMT-428(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",320,1,1,"Output Current","up to 0.7A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,0362ee8791e1,,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",320,"up to 0.7A",320-428,UL,IP67,PLD320-SMT-428(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/14-Programmable-320.pdf,"All-in-One Dimming Outdoor LED Drivers
320W Programmable Series",320,0.7,default,,
5370,variable,d70623239d2d,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"Constant current & constant voltage output,output current & output voltage programmable,support wireless dimming (Bluetooth or ZigBee protocol)",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD400-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",400,1,1,"Output Current","up to 6.8A",1,1,Safety,UL8750+EN61347-2-13,1,1,"Waterproof Level",IP67,1,1,d70623239d2d,,"0-10V,PWM,Resistor,Clock,DMX (upon request) ultra-deep dimming",400,"up to 6.8A",40-58.8,"UL8750,EN61347-2-13",IP67,PLD400-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/15-ICE-305-Programmable-400.pdf,"ICE-305 Programmable Series
400W All-in-One Dimmable Outdoor LED Drivers",400,6.8,default,,
5376,variable,ee14d82e5e6c,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD500-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",500,1,1,"Output Current","up to 8.5A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,ee14d82e5e6c,,"0-10V,PWM,Resistor,Clock",500,"up to 8.5A",40-58.8,UL,IP67,PLD500-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/16-ICE-305-Programmable-500.pdf,"ICE-305 Programmable Series
500W All-in-One Dimmable Outdoor LED Drivers",500,8.5,default,,
5382,variable,9ddc24459108,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD600-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 10.2A",1,1,Safety,"UL\,cUL\,CE",1,1,"Waterproof Level",IP67,1,1,9ddc24459108,,"0-10V,PWM,Resistor,Clock",600,"up to 10.2A",40-58.8,"UL,cUL,CE",IP67,PLD600-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/17-ICE-305-Programmable-600.pdf,"ICE-305 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600,10.2,default,,
5388,variable,a19b28fa6dfe,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-58(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 12.2A",1,1,Safety,"UL\,cUL\,CE",1,1,"Waterproof Level",IP67,1,1,a19b28fa6dfe,,"0-10V,PWM,Resistor,Clock",720,"up to 12.2A",40-58.8,"UL,cUL,CE",IP67,PLD720-SMT-58(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/18-ICE-305-Programmable-720.pdf,"ICE-305 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",720,12.2,default,,
5394,variable,ec3dd67953fe,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD640-SMT-54-H1(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 11.11A",1,1,Safety,"UL\,cUL",1,1,"Waterproof Level",IP67,1,1,ec3dd67953fe,,"0-10V,PWM,Resistor,Clock",600,"up to 11.11A",42-54,"UL,cUL",IP67,PLD640-SMT-54-H1(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/19-ICE-347-Programmable-640.pdf,"ICE-347 Programmable Series
640W All-in-One Dimmable Outdoor LED Drivers",600,11.11,default,,
5400,variable,175f8ce938e8,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-54-H1(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 13.33A",1,1,Safety,"UL\,cUL",1,1,"Waterproof Level",IP67,1,1,175f8ce938e8,,"0-10V,PWM,Resistor,Clock",720,"up to 13.33A",42-54,"UL,cUL",IP67,PLD720-SMT-54-H1(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/20-ICE-347-Programmable-720.pdf,"ICE-347 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",720,13.33,default,,
5406,variable,342770d8bca1,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD600-SMT-54-H2(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,C+C43lock dimming",1,1,"Output Power (W)",600,1,1,"Output Current","up to 11.11A",1,1,Safety,CE,1,1,"Waterproof Level",IP67,1,1,342770d8bca1,,"0-10V,PWM,Resistor,C+C43lock dimming",600,"up to 11.11A",42-54,CE,IP67,PLD600-SMT-54-H2(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-600.pdf,"ICE-400 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600,11.11,default,,
5412,variable,484c284a55ce,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-54-H2(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 13.33A",1,1,Safety,CE,1,1,"Waterproof Level",IP67,1,1,484c284a55ce,,"0-10V,PWM,Resistor,Clock",720,"up to 13.33A",42-54,CE,IP67,PLD720-SMT-54-H2(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",720,13.33,default,,
5418,variable,8bb763d7c4bd,"ICE-600 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"600Vac outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD600-SMT-48-H3(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",600,1,1,"Output Current","up to 12.5A",1,1,Safety,"UL\,cUL",1,1,"Waterproof Level",IP67,1,1,8bb763d7c4bd,,"0-10V,PWM,Resistor,Clock",600,"up to 12.5A",36-48,"UL,cUL",IP67,PLD600-SMT-48-H3(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/22-ICE-600-Programmable-600.pdf,"ICE-600 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",600,12.5,default,,
5423,variable,8fb6f229ff77,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",1,0,visible,,"600Vac outdoor Constant Current，programmable,",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers > High Power LED Drivers, LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD720-SMT-48-H3(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Resistor\,Clock",1,1,"Output Power (W)",720,1,1,"Output Current","up to 14.9A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,8fb6f229ff77,,"0-10V,PWM,Resistor,Clock",720,"up to 14.9A",36-48,UL,IP67,PLD720-SMT-48-H3(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/23-ICE-600-Programmable-720.pdf,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",720,14.9,default,,
5426,variable,dbcff7fed60e,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",1,0,visible,,"Indoor Constant Voltage",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Low Power LED Drivers",Indoor,,,,,,,,,,,0,"Model Name",PLD096-1TAF2A-40,1,1,Dimming,0-10V,1,1,"Output Power (W)",96,1,1,"Output Current",2.4A,1,1,Safety,"UL class 2",1,1,"Waterproof Level",IP64,1,1,dbcff7fed60e,,0-10V,96,2.4A,20-40,"UL class 2",IP64,PLD096-1TAF2A-40,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",96,2.4,default,,
5435,variable,7b475d645383,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",1,0,visible,,"outdoor programmable Constant Voltage",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD120-SMR-170(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Rest\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",120,1,1,"Output Current","up to 0.84A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,7b475d645383,,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,"up to 0.84A",72-170,UL,IP67,PLD120-SMR-170(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",120,0.84,default,,
5442,variable,0459f754844c,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",1,0,visible,,"outdoor programmable Constant Voltage",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD150-SMT-285(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Rest\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",150,1,1,"Output Current","up to 0.63A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,0459f754844c,,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,"up to 0.63A",142-285,UL,IP67,PLD150-SMT-285(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",150,0.63,default,,
5452,variable,70b71c2ed58b,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",1,0,visible,,"outdoor programmable Constant Voltage",,,none,,1,,,0,0,,,,,0,,,,"LED Drivers, LED Drivers > Mid Power LED Drivers",Outdoor,,,,,,,,,,,0,"Model Name",PLD200-SMT-285(Z/B/E),1,1,Dimming,"0-10V\,PWM\,Rest\,Clock\,DMX (upon request) ultra-deep dimming",1,1,"Output Power (W)",200,1,1,"Output Current","up to 10A",1,1,Safety,UL,1,1,"Waterproof Level",IP67,1,1,70b71c2ed58b,,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,"up to 10A",16-24,UL,IP67,PLD200-SMT-285(Z/B/E),http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",200,10,default,,
